N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
482.0,KBSTAR Fn수소경제테마,8890.0,20.0,+0.23%,0.0,2520.0,28350.0,0.0,66530.0,,
483.0,모토닉,7610.0,10.0,-0.13%,500.0,2511.0,33000.0,10.77,34560.0,14.69,2.87
484.0,종근당홀딩스,49700.0,0.0,0.00%,2500.0,2490.0,5010.0,5.53,1803.0,108.52,2.96
485.0,한국철강,5820.0,40.0,+0.69%,1000.0,2471.0,42450.0,10.23,32899.0,3.1,13.71
486.0,삼성출판사,24500.0,100.0,+0.41%,500.0,2450.0,10000.0,0.48,134991.0,44.46,1.9
487.0,KODEX K-메타버스액티브,7100.0,45.0,+0.64%,0.0,2442.0,34400.0,0.73,497165.0,,
488.0,대동,10150.0,50.0,-0.49%,1000.0,2429.0,23932.0,2.95,258635.0,5.44,10.06
489.0,제일약품,16500.0,100.0,-0.60%,500.0,2426.0,14705.0,2.52,9705.0,-14.19,-7.32
490.0,KBSTAR KIS단기종합채권(AA-이상)액티브,101185.0,80.0,-0.08%,0.0,2422.0,2394.0,0.1,114.0,,
491.0,동화약품,8670.0,70.0,+0.81%,1000.0,2422.0,27931.0,4.55,55004.0,13.92,5.27
492.0,교촌에프앤비,9680.0,10.0,-0.10%,500.0,2418.0,24983.0,0.38,11183.0,10.07,17.91
493.0,아주스틸,9050.0,20.0,+0.22%,500.0,2394.0,26452.0,20.78,24814.0,8.7,18.76
494.0,삼익THK,11350.0,50.0,-0.44%,500.0,2384.0,21000.0,34.46,23485.0,15.92,6.1
495.0,자이에스앤디,6120.0,120.0,+2.00%,1000.0,2373.0,38783.0,1.45,39296.0,3.44,
496.0,동성케미컬,4775.0,15.0,-0.31%,1000.0,2373.0,49690.0,3.16,63337.0,10.16,5.75
497.0,일신방직,98500.0,500.0,+0.51%,5000.0,2364.0,2400.0,8.08,1887.0,4.41,8.48
498.0,BYC,378000.0,1000.0,+0.27%,5000.0,2361.0,625.0,1.61,55.0,7.22,6.39
499.0,KPX케미칼,48200.0,50.0,+0.10%,5000.0,2333.0,4840.0,28.44,316.0,6.86,8.83
500.0,키다리스튜디오,6360.0,30.0,-0.47%,500.0,2328.0,36601.0,0.82,99683.0,45.43,2.84
501.0,아세아,106000.0,3000.0,+2.91%,5000.0,2322.0,2191.0,4.34,1406.0,2.45,12.23
502.0,하이트진로홀딩스,10000.0,100.0,-0.99%,5000.0,2321.0,23207.0,7.27,7138.0,5.45,6.48
503.0,대한제당,2575.0,65.0,-2.46%,500.0,2310.0,89697.0,3.16,265449.0,22.01,4.08
504.0,삼영무역,12500.0,150.0,-1.19%,500.0,2308.0,18467.0,20.43,6032.0,5.97,10.12
505.0,HANARO MSCI Korea TR,11885.0,40.0,+0.34%,0.0,2306.0,19400.0,0.0,94.0,,
506.0,스틱인베스트먼트,5530.0,50.0,-0.90%,500.0,2305.0,41678.0,3.45,114821.0,,28.35
507.0,S-Oil우,57100.0,700.0,+1.24%,2500.0,2297.0,4022.0,13.85,19027.0,2.65,
508.0,이엔플러스,3955.0,170.0,+4.49%,500.0,2284.0,57741.0,0.53,5832203.0,-11.05,-30.57
509.0,TIGER Fn메타버스,6575.0,60.0,+0.92%,0.0,2282.0,34700.0,0.04,522134.0,,
510.0,유진투자증권,2355.0,70.0,+3.06%,5000.0,2281.0,96866.0,6.13,119434.0,3.56,9.93
511.0,SNT홀딩스,13950.0,50.0,-0.36%,500.0,2274.0,16304.0,10.56,4706.0,4.76,8.56
512.0,사조대림,24800.0,100.0,-0.40%,5000.0,2273.0,9164.0,4.4,4862.0,3.55,16.06
513.0,TIGER 리츠부동산인프라,4880.0,70.0,-1.41%,0.0,2269.0,46500.0,0.02,139194.0,,
514.0,동양,950.0,2.0,-0.21%,500.0,2267.0,238684.0,5.11,421412.0,79.17,2.04
515.0,휴스틸,5760.0,60.0,+1.05%,1000.0,2257.0,39188.0,4.25,345273.0,2.41,7.3
516.0,방림,5290.0,150.0,+2.92%,500.0,2238.0,42314.0,2.06,1159223.0,53.43,3.79
517.0,화승인더,4045.0,40.0,-0.98%,500.0,2238.0,55320.0,9.89,168581.0,72.23,-0.59
518.0,GS글로벌,2705.0,35.0,-1.28%,2500.0,2233.0,82534.0,4.06,562722.0,5.1,7.56
519.0,부국증권,21500.0,250.0,-1.15%,5000.0,2230.0,10370.0,1.11,158.0,4.61,12.68
520.0,유니퀘스트,8140.0,40.0,+0.49%,500.0,2227.0,27356.0,52.3,31786.0,3.07,23.53
521.0,KPX홀딩스,52500.0,300.0,-0.57%,5000.0,2218.0,4225.0,31.05,651.0,6.23,5.79
522.0,KBSTAR 미국나스닥100,11540.0,125.0,-1.07%,0.0,2216.0,19200.0,0.05,84231.0,,
523.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9315.0,95.0,-1.01%,0.0,2213.0,23760.0,0.28,136495.0,,
524.0,LS전선아시아,7210.0,70.0,-0.96%,500.0,2208.0,30625.0,1.73,26959.0,16.17,10.21
525.0,디앤디플랫폼리츠,3420.0,180.0,-5.00%,1000.0,2202.0,64400.0,1.25,620513.0,74.35,0.94
526.0,남선알미늄,1700.0,10.0,-0.58%,500.0,2194.0,129079.0,4.04,490966.0,4.36,19.6
527.0,KBSTAR ESG사회책임투자,9655.0,35.0,+0.36%,0.0,2192.0,22700.0,0.0,20362.0,,
528.0,CJ제일제당 우,165000.0,1000.0,-0.60%,5000.0,2190.0,1327.0,29.08,1363.0,4.17,
529.0,대한제분,128500.0,500.0,-0.39%,5000.0,2172.0,1690.0,8.56,1096.0,12.98,10.53
530.0,일진다이아,15200.0,200.0,-1.30%,1000.0,2159.0,14203.0,0.78,21646.0,34.08,2.86
531.0,SOL 종합채권(AA-이상)액티브,94760.0,190.0,+0.20%,0.0,2151.0,2270.0,0.0,1.0,,
532.0,다올투자증권,3555.0,5.0,-0.14%,5000.0,2144.0,60314.0,7.15,42510.0,1.61,26.35
533.0,이월드,1500.0,0.0,0.00%,1000.0,2127.0,141806.0,0.5,140164.0,-20.55,-4.59
534.0,에이프로젠제약,526.0,21.0,-3.84%,500.0,2096.0,398576.0,3.42,1018015.0,20.23,1.6
535.0,KBSTAR 미국S&P500,11280.0,55.0,-0.49%,0.0,2087.0,18500.0,0.01,17733.0,,
536.0,백산,8570.0,20.0,+0.23%,500.0,2086.0,24335.0,3.24,131757.0,7.89,14.37
537.0,사조산업,41700.0,250.0,+0.60%,5000.0,2085.0,5000.0,3.43,4246.0,3.67,10.57
538.0,신한서부티엔디리츠,3725.0,245.0,-6.17%,1000.0,2084.0,55956.0,1.68,234706.0,63.14,
539.0,신세계 I&C,12100.0,100.0,-0.82%,500.0,2081.0,17200.0,1.13,29787.0,5.57,16.0
540.0,LS네트웍스,2635.0,85.0,-3.12%,5000.0,2076.0,78803.0,0.19,46642.0,6.11,11.48
541.0,HDC랩스,7990.0,90.0,-1.11%,500.0,2074.0,25958.0,4.36,4118.0,18.71,4.23
542.0,현대코퍼레이션,15650.0,50.0,+0.32%,5000.0,2070.0,13229.0,6.39,23437.0,2.91,11.21
543.0,넥센,3865.0,215.0,-5.27%,500.0,2069.0,53544.0,1.68,38059.0,50.86,2.68
544.0,삼성 인버스 2X 천연가스 선물 ETN C,20690.0,350.0,-1.66%,0.0,2069.0,10000.0,0.0,252591.0,,
545.0,KSS해운,8930.0,20.0,+0.22%,500.0,2062.0,23086.0,6.54,16837.0,3.16,18.34
546.0,대덕,6070.0,90.0,+1.51%,500.0,2057.0,33890.0,6.95,28997.0,14.15,-0.39
547.0,TCC스틸,8150.0,70.0,-0.85%,1000.0,2025.0,24843.0,2.27,268048.0,6.01,21.49
548.0,삼성 인버스 2X WTI원유 선물 ETN,135.0,5.0,+3.85%,0.0,2021.0,1497000.0,0.02,24194319.0,,
549.0,태경산업,6880.0,120.0,-1.71%,500.0,2011.0,29229.0,4.56,141657.0,8.51,7.28
550.0,금호에이치티,1010.0,15.0,-1.46%,500.0,2010.0,198980.0,2.54,677655.0,-7.16,-6.25
551.0,일진홀딩스,4070.0,185.0,-4.35%,1000.0,2008.0,49347.0,3.48,364589.0,9.13,5.68
552.0,알루코,2230.0,5.0,+0.22%,500.0,2006.0,89969.0,1.73,274947.0,25.34,1.93
553.0,두산우,49850.0,800.0,+1.63%,5000.0,1992.0,3996.0,15.85,3922.0,-10.05,
554.0,케이씨,14650.0,100.0,+0.69%,500.0,1986.0,13554.0,6.32,9149.0,2.72,8.28
555.0,KISCO홀딩스,12200.0,100.0,+0.83%,1000.0,1974.0,16176.0,6.92,3720.0,2.24,12.69
556.0,한신기계,6080.0,30.0,+0.50%,500.0,1973.0,32446.0,8.62,459126.0,178.82,4.86
557.0,한농화성,12600.0,0.0,0.00%,500.0,1970.0,15637.0,1.05,130859.0,10.48,14.14
558.0,한독,14250.0,50.0,-0.35%,500.0,1961.0,13764.0,1.37,10315.0,-70.2,0.86
559.0,JW홀딩스,2780.0,0.0,0.00%,500.0,1958.0,70445.0,1.9,23953.0,-397.14,-2.75
560.0,TIGER 차이나과창판STAR50(합성),7150.0,15.0,+0.21%,0.0,1956.0,27350.0,2.03,35076.0,,
561.0,성신양회,7940.0,20.0,-0.25%,5000.0,1947.0,24516.0,5.49,42676.0,11.42,1.57
562.0,동남합성,53600.0,100.0,-0.19%,500.0,1935.0,3610.0,0.01,142.0,17.87,24.61
563.0,KODEX 반도체,23915.0,325.0,+1.38%,0.0,1925.0,8050.0,0.86,219120.0,,
564.0,KODEX 미국달러선물인버스2X,5985.0,75.0,+1.27%,0.0,1921.0,32100.0,0.0,1906051.0,,
565.0,에스엠벡셀,1725.0,0.0,0.00%,500.0,1919.0,111252.0,0.55,126350.0,-10.65,
566.0,제이에스코퍼레이션,14350.0,0.0,0.00%,100.0,1914.0,13336.0,0.9,18079.0,2.56,27.4
567.0,대교,2255.0,15.0,-0.66%,500.0,1910.0,84703.0,2.45,28602.0,-3.82,-8.22
568.0,선진,8030.0,90.0,-1.11%,500.0,1910.0,23780.0,12.41,82714.0,6.98,10.96
569.0,흥국화재,2950.0,60.0,-1.99%,5000.0,1895.0,64243.0,1.98,18673.0,1.84,8.77
570.0,삼영전자,9470.0,10.0,+0.11%,500.0,1894.0,20000.0,40.05,19907.0,10.24,3.4
571.0,동아지질,13450.0,100.0,+0.75%,500.0,1890.0,14053.0,4.58,34022.0,-53.16,2.35
572.0,경인양행,4535.0,55.0,-1.20%,500.0,1887.0,41616.0,3.37,81814.0,7.45,11.1
573.0,신세계푸드,48700.0,900.0,-1.81%,5000.0,1886.0,3872.0,3.6,4255.0,41.27,0.85
574.0,TIGER KRX BBIG K-뉴딜,6275.0,30.0,-0.48%,0.0,1882.0,30000.0,0.09,136061.0,,
575.0,예스코홀딩스,31300.0,550.0,-1.73%,5000.0,1878.0,6000.0,12.65,4030.0,41.96,4.47
576.0,SOL 200TR,9995.0,85.0,+0.86%,0.0,1874.0,18750.0,0.01,1926.0,,
577.0,현대차3우B,76500.0,200.0,-0.26%,5000.0,1858.0,2429.0,18.88,7049.0,3.39,
578.0,삼성제약,2760.0,15.0,-0.54%,500.0,1854.0,67162.0,4.7,59713.0,-6.15,-32.33
579.0,DB금융투자,4345.0,20.0,-0.46%,5000.0,1844.0,42446.0,11.19,23979.0,3.02,13.66
580.0,동부건설,8030.0,90.0,-1.11%,5000.0,1837.0,22874.0,1.41,84559.0,1.81,22.97
581.0,태영건설,4670.0,155.0,+3.43%,500.0,1817.0,38899.0,8.2,56353.0,3.59,11.08
582.0,LG우,60100.0,1300.0,+2.21%,5000.0,1816.0,3022.0,42.96,2977.0,4.13,
583.0,현대리바트,8830.0,220.0,-2.43%,1000.0,1813.0,20535.0,4.37,11651.0,27.94,2.78
584.0,JW생명과학,11450.0,150.0,+1.33%,2500.0,1813.0,15835.0,2.48,13455.0,13.68,9.78
585.0,대성산업,3975.0,65.0,-1.61%,5000.0,1798.0,45235.0,1.55,190502.0,-2.94,-12.67
586.0,진흥기업,1235.0,5.0,-0.40%,500.0,1797.0,145472.0,2.86,540738.0,4.41,36.86
587.0,백광산업,3990.0,5.0,-0.13%,500.0,1792.0,44918.0,1.7,98204.0,8.54,8.12
588.0,KBSTAR 국고채3년선물인버스,106080.0,580.0,-0.54%,0.0,1791.0,1688.0,0.0,9128.0,,
589.0,동성제약,6850.0,0.0,0.00%,1000.0,1788.0,26101.0,4.8,9832.0,-27.96,-8.51
590.0,삼성전기우,61100.0,400.0,-0.65%,5000.0,1776.0,2907.0,6.07,3522.0,4.6,
591.0,서연이화,6540.0,40.0,+0.62%,500.0,1768.0,27028.0,7.89,102525.0,5.24,4.15
592.0,KODEX 골드선물(H),11115.0,5.0,+0.05%,0.0,1767.0,15900.0,0.1,170519.0,,
593.0,신라교역,10950.0,100.0,-0.90%,500.0,1752.0,16000.0,3.36,1342.0,3.42,8.32
594.0,태림포장,2465.0,35.0,-1.40%,500.0,1745.0,70806.0,0.62,90564.0,13.62,5.38
595.0,HANARO 200 TOP10,7205.0,20.0,+0.28%,0.0,1744.0,24200.0,0.0,45.0,,
596.0,해태제과식품,5970.0,50.0,-0.83%,500.0,1738.0,29117.0,0.61,7562.0,-28.84,-0.15
597.0,경농,8880.0,0.0,0.00%,500.0,1734.0,19523.0,0.74,18302.0,6.73,7.85
598.0,TIGER 차이나CSI300,9810.0,85.0,-0.86%,0.0,1727.0,17600.0,0.62,29112.0,,
599.0,현대비앤지스틸,11400.0,150.0,-1.30%,5000.0,1719.0,15079.0,4.03,43141.0,2.25,15.07
600.0,휴비스,4980.0,15.0,+0.30%,5000.0,1718.0,34500.0,1.73,11720.0,-4.79,0.78
601.0,KBSTAR 코스피,22540.0,105.0,+0.47%,0.0,1713.0,7600.0,0.0,4117.0,,
602.0,ARIRANG 고배당주,10685.0,40.0,+0.38%,0.0,1705.0,15960.0,0.02,27503.0,,
603.0,진양홀딩스,3050.0,50.0,-1.61%,500.0,1705.0,55895.0,2.0,106575.0,4.1,3.08
604.0,NH투자증권우,9030.0,80.0,+0.89%,5000.0,1704.0,18871.0,1.86,24153.0,4.65,
605.0,KINDEX 중국본토CSI300,26210.0,425.0,-1.60%,0.0,1704.0,6500.0,0.03,2816.0,,
606.0,우진,8370.0,20.0,+0.24%,500.0,1701.0,20324.0,4.63,979007.0,20.12,-5.4
607.0,하나 코스피 변동성추세 추종 양매도 ETN,6750.0,0.0,0.00%,0.0,1688.0,25000.0,0.0,0.0,,
608.0,한세예스24홀딩스,4215.0,40.0,+0.96%,500.0,1686.0,40000.0,3.04,12573.0,4.33,9.57
609.0,코람코더원리츠,4145.0,195.0,-4.49%,500.0,1675.0,40400.0,0.66,106462.0,63.77,1.58
610.0,세원이앤씨,781.0,10.0,-1.26%,500.0,1666.0,213286.0,1.5,3771426.0,-13.24,-1.44
611.0,한국패러랠,2075.0,0.0,0.00%,0.0,1660.0,80020.0,0.0,28980.0,,
612.0,인스코비,1505.0,45.0,-2.90%,500.0,1654.0,109889.0,3.68,172735.0,376.25,9.75
613.0,한컴라이프케어,5960.0,550.0,-8.45%,200.0,1649.0,27674.0,0.25,1318030.0,-94.6,6.38
614.0,삼화페인트,6000.0,10.0,+0.17%,500.0,1632.0,27203.0,8.7,9198.0,22.56,-0.84
615.0,AK홀딩스,12300.0,250.0,-1.99%,5000.0,1629.0,13248.0,2.93,12273.0,-1.75,-17.3
616.0,일진전기,4355.0,45.0,-1.02%,1000.0,1615.0,37080.0,2.76,131042.0,8.82,4.73
617.0,포스코스틸리온,26900.0,50.0,+0.19%,5000.0,1614.0,6000.0,2.0,12072.0,1.72,37.59
618.0,TIGER 여행레저,3610.0,25.0,+0.70%,0.0,1612.0,44640.0,0.12,351960.0,,
619.0,삼성물산우B,98700.0,100.0,+0.10%,100.0,1606.0,1627.0,10.26,1401.0,11.75,
620.0,유수홀딩스,6160.0,120.0,-1.91%,2500.0,1604.0,26042.0,13.93,72277.0,4.84,7.79
621.0,KODEX 미국달러선물,12670.0,95.0,-0.74%,0.0,1599.0,12620.0,0.05,411190.0,,
622.0,대원강업,2540.0,95.0,-3.61%,500.0,1575.0,62000.0,1.88,91016.0,-13.8,-1.49
623.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,1574.0,24554.0,0.3,0.0,-64.75,-82.41
624.0,동아타이어,11450.0,150.0,-1.29%,500.0,1572.0,13733.0,2.35,30372.0,7.71,4.49
625.0,태경비케이,5700.0,40.0,-0.70%,500.0,1572.0,27583.0,3.14,854275.0,10.33,6.47
626.0,대창단조,5480.0,400.0,+7.87%,500.0,1566.0,28572.0,5.23,649992.0,4.7,13.3
627.0,영풍제지,7020.0,20.0,-0.28%,500.0,1558.0,22200.0,0.93,58803.0,31.2,4.92
628.0,디씨엠,13650.0,100.0,-0.73%,500.0,1556.0,11400.0,1.63,14514.0,2.88,23.91
629.0,노루페인트,7780.0,90.0,+1.17%,500.0,1556.0,20000.0,3.3,28932.0,9.16,4.26
630.0,NH올원리츠,3685.0,230.0,-5.87%,500.0,1555.0,42200.0,2.63,275817.0,44.4,2.84
631.0,효성ITX,13400.0,150.0,-1.11%,500.0,1549.0,11558.0,0.27,2974.0,9.73,18.84
632.0,계룡건설,17200.0,200.0,+1.18%,5000.0,1536.0,8931.0,20.81,13985.0,1.33,24.9
633.0,KODEX TRF3070,10590.0,35.0,+0.33%,0.0,1536.0,14500.0,0.0,21402.0,,
634.0,한국주철관,6730.0,30.0,+0.45%,500.0,1534.0,22800.0,4.71,20269.0,3.06,21.36
635.0,KH 필룩스,987.0,12.0,-1.20%,500.0,1532.0,155265.0,6.53,355301.0,-246.75,-0.25
636.0,이지스밸류리츠,4170.0,35.0,-0.83%,1000.0,1532.0,36745.0,2.18,36771.0,4.24,
637.0,디아이씨,3925.0,140.0,-3.44%,500.0,1526.0,38889.0,2.17,531012.0,9.53,45.03
638.0,TIGER 글로벌메타버스액티브,6145.0,125.0,-1.99%,0.0,1524.0,24800.0,0.48,80426.0,,
639.0,신원,1485.0,20.0,+1.37%,500.0,1523.0,102586.0,1.98,220098.0,6.43,6.01
640.0,사조동아원,1075.0,45.0,-4.02%,500.0,1517.0,141145.0,1.29,2271615.0,-34.68,1.13
641.0,제일파마홀딩스,9490.0,50.0,+0.53%,500.0,1516.0,15973.0,9.72,2354.0,-19.02,-0.85
642.0,삼양통상,50400.0,200.0,-0.40%,5000.0,1512.0,3000.0,4.64,1082.0,13.3,8.48
643.0,현대약품,4720.0,500.0,-9.58%,500.0,1510.0,32000.0,1.27,1157754.0,162.76,-3.59
644.0,컨버즈,4100.0,0.0,0.00%,500.0,1509.0,36810.0,0.09,0.0,-31.78,-19.16
645.0,세아특수강,17550.0,550.0,+3.24%,5000.0,1504.0,8570.0,2.98,96242.0,5.64,8.25
646.0,KODEX 은행,5485.0,45.0,+0.83%,0.0,1503.0,27400.0,0.0,424199.0,,
647.0,샘표,52200.0,2300.0,-4.22%,1000.0,1501.0,2876.0,4.95,60759.0,14.89,6.42
648.0,금강공업,5080.0,105.0,+2.11%,1000.0,1490.0,29329.0,1.97,48713.0,5.27,6.8
649.0,팜스코,4055.0,90.0,-2.17%,500.0,1489.0,36728.0,0.84,70639.0,-2.68,1.04
650.0,TIGER 글로벌4차산업혁신기술(합성 H),13055.0,180.0,-1.36%,0.0,1488.0,11400.0,0.24,5397.0,,
651.0,한솔테크닉스,4625.0,25.0,+0.54%,5000.0,1485.0,32110.0,6.1,31823.0,-13.18,-3.35
652.0,용평리조트,3080.0,45.0,-1.44%,5000.0,1482.0,48133.0,1.04,53140.0,-13.05,2.27
653.0,DB,734.0,1.0,+0.14%,500.0,1477.0,201174.0,1.82,64628.0,7.27,5.78
654.0,노루홀딩스,11050.0,100.0,+0.91%,500.0,1469.0,13291.0,5.34,26455.0,43.85,0.43
655.0,대영포장,1345.0,30.0,+2.28%,500.0,1458.0,108395.0,1.18,155488.0,21.69,6.26
656.0,무학,5090.0,10.0,-0.20%,200.0,1451.0,28500.0,7.98,38508.0,-3.26,-3.13
657.0,KBSTAR KIS국고채30년Enhanced,63100.0,1600.0,+2.60%,0.0,1445.0,2290.0,0.0,37548.0,,
658.0,SNT에너지,19200.0,200.0,+1.05%,500.0,1441.0,7507.0,3.27,101115.0,27.63,5.2
659.0,TIGER 200선물인버스2X,3915.0,55.0,-1.39%,0.0,1437.0,36700.0,8.03,5792225.0,,
660.0,인지컨트롤스,9330.0,80.0,+0.86%,500.0,1431.0,15333.0,2.46,140150.0,33.93,1.9
661.0,신한 레버리지 천연가스 선물 ETN,14250.0,10.0,+0.07%,0.0,1425.0,10000.0,0.0,127252.0,,
662.0,한국석유,11200.0,1050.0,-8.57%,500.0,1422.0,12694.0,0.72,235167.0,13.37,7.59
663.0,KINDEX 베트남VN30(합성),17740.0,490.0,+2.84%,0.0,1419.0,8000.0,0.03,19264.0,,
664.0,고려산업,5690.0,480.0,-7.78%,1000.0,1419.0,24939.0,1.34,1486428.0,-88.91,4.32
665.0,아모레G3우(전환),20000.0,400.0,-1.96%,500.0,1418.0,7092.0,5.38,4056.0,44.84,
666.0,디와이,5370.0,70.0,-1.29%,500.0,1413.0,26320.0,4.77,89306.0,-12.01,-2.06
667.0,KODEX 장기종합채권(AA-이상)액티브KAP,81460.0,520.0,+0.64%,0.0,1403.0,1722.0,0.0,69.0,,
668.0,샘표식품,30700.0,350.0,-1.13%,500.0,1402.0,4568.0,4.16,13214.0,6.4,11.64
669.0,신흥,14650.0,50.0,-0.34%,500.0,1392.0,9500.0,0.09,371.0,12.69,13.91
670.0,TIGER 미국MSCI리츠(합성 H),11270.0,170.0,+1.53%,0.0,1386.0,12300.0,0.32,10995.0,,
671.0,KODEX 배당가치,10735.0,70.0,+0.66%,0.0,1374.0,12800.0,0.0,274.0,,
672.0,KINDEX 종합채권(AA-이상)KIS액티브,89925.0,505.0,+0.56%,0.0,1371.0,1525.0,0.0,6401.0,,
673.0,KOSEF 단기자금,101760.0,60.0,-0.06%,0.0,1371.0,1347.0,0.0,24374.0,,
674.0,퍼스텍,2845.0,170.0,-5.64%,500.0,1367.0,48061.0,1.13,915348.0,-316.11,8.79
675.0,강남제비스코,20900.0,100.0,-0.48%,1000.0,1358.0,6500.0,9.79,1882.0,-4.34,7.95
676.0,수산중공업,2510.0,90.0,+3.72%,500.0,1355.0,53985.0,1.93,998904.0,8.18,10.1
677.0,TIGER 헬스케어,24770.0,100.0,+0.41%,0.0,1352.0,5460.0,0.16,9658.0,,
678.0,화천기계,6100.0,920.0,-13.11%,500.0,1342.0,22000.0,2.44,16476284.0,22.93,4.37
679.0,한국특강,2210.0,10.0,+0.45%,500.0,1339.0,60590.0,0.15,87462.0,2.71,30.23
680.0,미원화학,60700.0,400.0,-0.65%,1000.0,1335.0,2199.0,4.61,158.0,9.68,9.75
681.0,KODEX 미국나스닥100레버리지(합성 H),3995.0,10.0,-0.25%,0.0,1332.0,33350.0,0.0,1131542.0,,
682.0,KBSTAR IT플러스,14325.0,80.0,+0.56%,0.0,1332.0,9300.0,0.0,820.0,,
683.0,아남전자,1715.0,25.0,+1.48%,500.0,1323.0,77125.0,4.06,401288.0,7.0,19.31
684.0,태경케미컬,11400.0,100.0,+0.88%,500.0,1322.0,11600.0,0.71,38326.0,14.92,8.24
685.0,디아이,4190.0,35.0,+0.84%,500.0,1320.0,31497.0,6.6,67627.0,12.89,11.22
686.0,KODEX Fn Top10동일가중,6840.0,40.0,+0.59%,0.0,1313.0,19200.0,0.0,448.0,,
687.0,조선선재,104000.0,500.0,-0.48%,500.0,1308.0,1258.0,1.9,13055.0,9.74,11.95
688.0,유화증권,2305.0,10.0,+0.44%,1000.0,1307.0,56702.0,3.05,16881.0,30.33,2.0
689.0,대한화섬,98100.0,500.0,-0.51%,5000.0,1303.0,1328.0,0.22,619.0,4.59,3.61
690.0,한솔홀딩스,3095.0,55.0,-1.75%,1000.0,1300.0,42009.0,12.05,40487.0,3.95,4.22
691.0,대신증권2우B,13000.0,50.0,-0.38%,5000.0,1300.0,10000.0,1.96,8269.0,3.86,
692.0,STX,4510.0,85.0,-1.85%,2500.0,1291.0,28621.0,0.27,13692334.0,20.78,-28.88
693.0,TIGER 코스닥150,9740.0,80.0,+0.83%,0.0,1288.0,13220.0,0.9,46932.0,,
694.0,TRUE 코스피 양매도 5% OTM ETN,8550.0,100.0,+1.18%,0.0,1282.0,15000.0,0.0,32.0,,
695.0,KODEX 미국S&P500선물(H),17285.0,30.0,+0.17%,0.0,1279.0,7400.0,0.09,137848.0,,
696.0,미창석유,73500.0,200.0,-0.27%,5000.0,1279.0,1740.0,32.11,114.0,4.85,11.45
697.0,성창기업지주,1805.0,20.0,-1.10%,500.0,1259.0,69752.0,1.98,107111.0,-15.17,1.14
698.0,KBSTAR iSelect메타버스,5735.0,5.0,-0.09%,0.0,1255.0,21880.0,0.08,452237.0,,
699.0,세종공업,4480.0,25.0,-0.55%,500.0,1246.0,27821.0,2.58,29675.0,-6.37,-2.16
700.0,ARIRANG 코스피TR,11400.0,40.0,+0.35%,0.0,1243.0,10900.0,0.0,69.0,,
701.0,대신 골드 커버드콜 타겟 5%인컴 ETN(H),12330.0,5.0,+0.04%,0.0,1233.0,10000.0,0.0,454.0,,
702.0,미래에셋 코스피 양매도 5% OTM ETN,8205.0,0.0,0.00%,0.0,1231.0,15000.0,0.0,0.0,,
703.0,에이블씨엔씨,4535.0,50.0,-1.09%,500.0,1226.0,27033.0,10.05,81655.0,-9.71,-32.04
704.0,극동유화,3515.0,40.0,-1.13%,500.0,1226.0,34869.0,1.65,78577.0,7.64,6.49
705.0,신일전자,1725.0,0.0,0.00%,500.0,1226.0,71048.0,1.47,187881.0,29.24,10.11
706.0,벽산,1780.0,105.0,-5.57%,500.0,1220.0,68560.0,4.95,683331.0,118.67,-1.97
707.0,HDC현대EP,3825.0,70.0,-1.80%,500.0,1220.0,31900.0,5.27,52802.0,30.6,3.47
708.0,서연,5190.0,70.0,+1.37%,500.0,1219.0,23480.0,2.94,73174.0,2.9,5.27
709.0,TIGER 투자등급회사채액티브,98500.0,390.0,+0.40%,0.0,1214.0,1233.0,0.0,6181.0,,
710.0,아시아나IDT,10900.0,0.0,0.00%,500.0,1210.0,11100.0,0.11,13764.0,24.49,18.45
711.0,경동도시가스,20400.0,400.0,-1.92%,2500.0,1203.0,5895.0,17.93,23961.0,3.98,6.05
712.0,경보제약,5020.0,10.0,+0.20%,500.0,1200.0,23907.0,0.7,7091.0,-14.14,-4.97
713.0,동양철관,1005.0,5.0,+0.50%,500.0,1195.0,118885.0,1.58,255001.0,-335.0,-4.4
714.0,두산퓨얼셀1우,8910.0,180.0,-1.98%,100.0,1191.0,13364.0,16.1,29729.0,75.51,
715.0,황금에스티,7000.0,30.0,+0.43%,500.0,1190.0,17000.0,4.83,167665.0,3.13,10.57
716.0,HANARO 200TR,34950.0,225.0,+0.65%,0.0,1188.0,3400.0,0.17,83.0,,
717.0,광전자,2045.0,35.0,-1.68%,500.0,1185.0,57944.0,20.21,83604.0,5.88,5.39
718.0,한국ANKOR유전,1690.0,5.0,-0.29%,0.0,1183.0,70020.0,0.0,5059.0,,
719.0,일성건설,2190.0,30.0,-1.35%,500.0,1183.0,54025.0,65.97,217303.0,23.3,5.67
720.0,KCTC,3940.0,25.0,-0.63%,500.0,1182.0,30000.0,1.73,21522.0,4.25,9.56
721.0,TIGER 코스피,22695.0,100.0,+0.44%,0.0,1180.0,5200.0,0.0,36965.0,,
722.0,전방,69700.0,2500.0,+3.72%,5000.0,1171.0,1680.0,0.13,2120.0,41.12,0.11
723.0,TIGER 현대차그룹+펀더멘털,19980.0,80.0,-0.40%,0.0,1171.0,5860.0,0.06,11475.0,,
